index,0,1,2
26457,0.1396922576457089,0.1865719661574965,0.6737357761967954
26458,0.22530048674330685,0.18163674689536033,0.5930627663613345
26459,0.16479577418027702,0.1857174437546596,0.6494867820650645
26460,0.13127503987960412,0.16648879185015472,0.702236168270239
26461,0.14708024578842605,0.2442873800322367,0.6086323741793366
26462,0.14509132799408966,0.24800946784683264,0.6068992041590786
26463,0.3628828051673927,0.36776264786761664,0.2693545469649916
26464,0.14446247526370828,0.23021106927451018,0.6253264554617803
26465,0.12413672913303321,0.24347615632827715,0.6323871145386902
26466,0.12770209416764228,0.24178032560108287,0.6305175802312736
26467,0.1219339754192093,0.17645081538177076,0.7016152091990199
26468,0.13667550654386554,0.17561208238827739,0.6877124110678551
26469,0.2815800337351429,0.21222988823462072,0.5061900780302361
26470,0.15414611916781307,0.21048339397833624,0.6353704868538493
26471,0.12491739374664725,0.18537932625494677,0.6897032799984045
26472,0.15657828948231686,0.26086535464638244,0.5825563558713011
26473,0.13241158689216537,0.20247838625015127,0.6651100268576822
26474,0.22876432453638093,0.5747999901167892,0.19643568534683142
26475,0.23713617079416327,0.22673541235803077,0.5361284168478052
26476,0.1081321883113544,0.1928794048914829,0.6989884067971605
26477,0.14690965113274718,0.2543601783187595,0.5987301705484919
26478,0.152628692432029,0.15718772185491975,0.6901835857130499
26479,0.12504696138261673,0.17483851887815574,0.7001145197392279
26480,0.14235203481686662,0.17308517263279122,0.6845627925503405
26481,0.13175177092747717,0.33487213102258934,0.5333760980499312
26482,0.1512851740200252,0.1661619380590356,0.6825528879209406
26483,0.11861714395219802,0.21850600008282717,0.6628768559649748
26484,0.1598922768329957,0.29845623013541106,0.5416514930315949
26485,0.1396372916788103,0.17289767862604147,0.6874650296951469
26486,0.144502800121978,0.32417076235687564,0.5313264375211469
26487,0.1489118110228461,0.20105586573530662,0.6500323232418467
26488,0.17915656920846978,0.5583164294264747,0.2625270013650536
26489,0.12494352386992909,0.3012793336370458,0.5737771424930257
26490,0.15115500169625837,0.25812729963281084,0.5907176986709303
26491,0.12727087361254583,0.17241304102844854,0.7003160853590057
26492,0.1307834491526667,0.20487472183549374,0.6643418290118381
26493,0.3310138312531769,0.4788352554642723,0.19015091328255082
26494,0.1244879505380267,0.20721852685003742,0.668293522611938
26495,0.13208934123205449,0.22040536649304823,0.6475052922748982
